date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:52:50	498366/498366	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2014%20Mar%202025%2017:56:45%20GMT	https://nonprofit.pokealec.com/wp-content/themes/SpecialDivi/js/custom.unified.js?ver=4.9.4	/Users/ngw/websites/pokealecdotcom/nonprofit.pokealec.com/wp-content/themes/SpecialDivi/js/custom.unifiedcbf4.js	(from https://nonprofit.pokealec.com/)
11:52:50	153750/153750	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Dec%202025%2018:52:48%20GMT	https://docs.google.com/document/d/1YkoysXgNSUTQvzjU7ML3i0pklHjqp0h9CtGNFeTbgSw/edit?usp=sharing	/Users/ngw/websites/pokealecdotcom/docs.google.com/document/d/1YkoysXgNSUTQvzjU7ML3i0pklHjqp0h9CtGNFeTbgSw/edit7d09.html	(from https://nonprofit.pokealec.com/)
11:52:51	1343/1343	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2014%20Mar%202025%2017:56:44%20GMT	https://nonprofit.pokealec.com/wp-content/themes/SpecialDivi/core/admin/js/common.js?ver=4.9.4	/Users/ngw/websites/pokealecdotcom/nonprofit.pokealec.com/wp-content/themes/SpecialDivi/core/admin/js/commoncbf4.js	(from https://nonprofit.pokealec.com/)
11:52:52	3812/3812	---MCZ	200	added ('OK')	application/javascript	etag:W/7134-1748959715253.3203	https://stats.wp.com/e-202552.js	/Users/ngw/websites/pokealecdotcom/stats.wp.com/e-202552.js	(from https://nonprofit.pokealec.com/)
11:52:53	42/42	---MC-	405	error ('Method%20Not%20Allowed')	text/plain	date:Sat,%2027%20Dec%202025%2018:52:52%20GMT	https://practice.pokealec.com/xmlrpc.php	/Users/ngw/websites/pokealecdotcom/practice.pokealec.com/xmlrpc.1a.delayed	(from https://pokealec.com/practice.pokealec.com/)
11:52:53	1561/1561	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Dec%202025%2018:52:53%20GMT	https://fonts.gstatic.com/	/Users/ngw/websites/pokealecdotcom/fonts.gstatic.com/index.html	(from https://pokealec.com/practice.pokealec.com/)
11:52:53	52848/52848	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2015%20Sep%202025%2016:31:04%20GMT	https://fonts.gstatic.com/s/opensans/v44/memQYaGs126MiZpBA-UFUIcVXSCEkx2cmqvXlWq8tWZ0Pw86hd0Rk5hkWV4exQ.ttf	/Users/ngw/websites/pokealecdotcom/fonts.gstatic.com/s/opensans/v44/memQYaGs126MiZpBA-UFUIcVXSCEkx2cmqvXlWq8tWZ0Pw86hd0Rk5hkWV4exQ.ttf	(from https://pokealec.com/practice.pokealec.com/)
11:52:55	2189/2189	---MCZ	200	added ('OK')	application/json	date:Sat,%2027%20Dec%202025%2018:52:54%20GMT	https://practice.pokealec.com/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=https%3A%2F%2Fpractice.pokealec.com%2F	/Users/ngw/websites/pokealecdotcom/practice.pokealec.com/indexe899.json	(from https://pokealec.com/practice.pokealec.com/)
11:52:56	1672/1672	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%2278440ddb989a79b04d3ce1141bc63907%22	https://practice.pokealec.com/?feed=comments-rss2	/Users/ngw/websites/pokealecdotcom/practice.pokealec.com/indexa6da.html	(from https://pokealec.com/practice.pokealec.com/)
11:52:56	1800/1800	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%2278440ddb989a79b04d3ce1141bc63907%22	https://practice.pokealec.com/?feed=rss2	/Users/ngw/websites/pokealecdotcom/practice.pokealec.com/indexd784.html	(from https://pokealec.com/practice.pokealec.com/)
11:52:56	2343/2343	---MCZ	200	added ('OK')	text/xml	date:Sat,%2027%20Dec%202025%2018:52:56%20GMT	https://practice.pokealec.com/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=https%3A%2F%2Fpractice.pokealec.com%2F&format=xml	/Users/ngw/websites/pokealecdotcom/practice.pokealec.com/index70c8.php	(from https://pokealec.com/practice.pokealec.com/)
11:52:56	9427/9427	---M--	200	added ('OK')	image/gif	date:Wed,%2012%20Feb%202025%2019:23:21%20GMT	https://practice.pokealec.com/wp-content/themes/Divi/includes/builder/styles/images/preloader.gif	/Users/ngw/websites/pokealecdotcom/practice.pokealec.com/wp-content/themes/Divi/includes/builder/styles/images/preloader.gif	(from https://pokealec.com/practice.pokealec.com/)
11:52:59	92564/92564	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2012%20Feb%202025%2019:23:20%20GMT	http://practice.pokealec.com/wp-content/themes/Divi/core/admin/fonts/modules/all/modules.eot	/Users/ngw/websites/pokealecdotcom/practice.pokealec.com/wp-content/themes/Divi/core/admin/fonts/modules/all/modules.eot	(from https://pokealec.com/practice.pokealec.com/)
11:52:59	2831/2831	---MCZ	200	added ('OK')	text/css	date:Fri,%2014%20Mar%202025%2023:57:11%20GMT	https://practice.pokealec.com/wp-content/themes/smol-divi/style.css?ver=1.0	/Users/ngw/websites/pokealecdotcom/practice.pokealec.com/wp-content/themes/smol-divi/style5152.css	(from https://pokealec.com/practice.pokealec.com/)
11:52:59	415232/415232	---MCZ	200	added ('OK')	application/json	date:Sat,%2027%20Dec%202025%2018:52:59%20GMT	https://practice.pokealec.com/index.php?rest_route=/	/Users/ngw/websites/pokealecdotcom/practice.pokealec.com/index52f0.json	(from https://pokealec.com/practice.pokealec.com/)
11:53:01	6750/6750	---MCZ	200	added ('OK')	application/json	date:Sat,%2027%20Dec%202025%2018:53:00%20GMT	https://practice.pokealec.com/index.php?rest_route=/wp/v2/pages/67	/Users/ngw/websites/pokealecdotcom/practice.pokealec.com/indexff31.json	(from https://pokealec.com/practice.pokealec.com/)
11:53:02	854/854	---MCZ	200	added ('OK')	text/xml	date:Sat,%2027%20Dec%202025%2018:53:01%20GMT	https://practice.pokealec.com/xmlrpc.php?rsd	/Users/ngw/websites/pokealecdotcom/practice.pokealec.com/xmlrpc0db0.php	(from https://pokealec.com/practice.pokealec.com/)
11:53:03	431/431	---MCZ	200	added ('OK')	text/css	date:Tue,%2009%20Dec%202025%2020:14:36%20GMT	https://practice.pokealec.com/wp-content/et-cache/67/et-core-unified-deferred-67.min.css?ver=1765311276	/Users/ngw/websites/pokealecdotcom/practice.pokealec.com/wp-content/et-cache/67/et-core-unified-deferred-67.min72f6.css	(from https://pokealec.com/practice.pokealec.com/)
11:53:03	15447/15447	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Feb%202025%2020:03:49%20GMT	https://practice.pokealec.com/wp-content/uploads/2025/02/Logo.jpg	/Users/ngw/websites/pokealecdotcom/practice.pokealec.com/wp-content/uploads/2025/02/Logo.jpg	(from https://pokealec.com/practice.pokealec.com/)
11:53:04	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Dec%202025%2018:53:04%20GMT	https://pokealec.com/talks.html	/Users/ngw/websites/pokealecdotcom/pokealec.com/talks.26.delayed	(from https://pokealec.com/practice.pokealec.com/)
11:53:06	87553/87553	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2029%20Aug%202023%2004:44:24%20GMT	https://practice.pokealec.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	/Users/ngw/websites/pokealecdotcom/practice.pokealec.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://pokealec.com/practice.pokealec.com/)
11:53:07	13577/13577	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2009%20Jun%202023%2017:19:24%20GMT	https://practice.pokealec.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	/Users/ngw/websites/pokealecdotcom/practice.pokealec.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://pokealec.com/practice.pokealec.com/)
11:53:08	254520/254520	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2012%20Feb%202025%2019:23:20%20GMT	https://practice.pokealec.com/wp-content/themes/Divi/js/scripts.min.js?ver=4.11.3	/Users/ngw/websites/pokealecdotcom/practice.pokealec.com/wp-content/themes/Divi/js/scripts.min80dd.js	(from https://pokealec.com/practice.pokealec.com/)
11:53:09	3349/3349	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2012%20Feb%202025%2019:23:21%20GMT	https://practice.pokealec.com/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/jquery.fitvids.js?ver=4.11.3	/Users/ngw/websites/pokealecdotcom/practice.pokealec.com/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/jquery.fitvids80dd.js	(from https://pokealec.com/practice.pokealec.com/)
11:53:10	7960/7960	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2012%20Feb%202025%2019:23:21%20GMT	https://practice.pokealec.com/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/jquery.mobile.js?ver=4.11.3	/Users/ngw/websites/pokealecdotcom/practice.pokealec.com/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/jquery.mobile80dd.js	(from https://pokealec.com/practice.pokealec.com/)
11:53:11	1343/1343	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2012%20Feb%202025%2019:23:20%20GMT	https://practice.pokealec.com/wp-content/themes/Divi/core/admin/js/common.js?ver=4.11.3	/Users/ngw/websites/pokealecdotcom/practice.pokealec.com/wp-content/themes/Divi/core/admin/js/common80dd.js	(from https://pokealec.com/practice.pokealec.com/)
11:53:12	238/238	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Dec%202025%2018:53:11%20GMT	https://practice.pokealec.com/robots.txt		(from )
11:53:12	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Dec%202025%2018:53:12%20GMT	https://practice.pokealec.com/talks.html	/Users/ngw/websites/pokealecdotcom/practice.pokealec.com/talks.html	(from https://practice.pokealec.com/)
11:53:14	2261/2261	---MCZ	200	added ('OK')	application/json	date:Sat,%2027%20Dec%202025%2018:53:13%20GMT	https://practice.pokealec.com/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=https%3A%2F%2Fpractice.pokealec.com%2F%3Fpage_id%3D10	/Users/ngw/websites/pokealecdotcom/practice.pokealec.com/indexfba3.json	(from https://practice.pokealec.com/?page_id=10)
11:53:15	2414/2414	---MCZ	200	added ('OK')	text/xml	date:Sat,%2027%20Dec%202025%2018:53:14%20GMT	https://practice.pokealec.com/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=https%3A%2F%2Fpractice.pokealec.com%2F%3Fpage_id%3D10&format=xml	/Users/ngw/websites/pokealecdotcom/practice.pokealec.com/index2467.php	(from https://practice.pokealec.com/?page_id=10)
11:53:15	1422/1422	---M--	200	added ('OK')	image/gif	date:Wed,%2012%20Feb%202025%2019:23:21%20GMT	https://practice.pokealec.com/wp-content/themes/Divi/includes/builder/styles/images/subscribe-loader.gif	/Users/ngw/websites/pokealecdotcom/practice.pokealec.com/wp-content/themes/Divi/includes/builder/styles/images/subscribe-loader.gif	(from https://practice.pokealec.com/?page_id=10)
11:53:17	3511/3511	---MCZ	200	added ('OK')	text/css	date:Wed,%2010%20Dec%202025%2007:22:34%20GMT	https://practice.pokealec.com/wp-content/et-cache/10/et-divi-dynamic-10-late.css?ver=1765351354	/Users/ngw/websites/pokealecdotcom/practice.pokealec.com/wp-content/et-cache/10/et-divi-dynamic-10-late26f1.css	(from https://practice.pokealec.com/?page_id=10)
11:53:18	10156/10156	---MCZ	200	added ('OK')	application/json	date:Sat,%2027%20Dec%202025%2018:53:17%20GMT	https://practice.pokealec.com/index.php?rest_route=/wp/v2/pages/10	/Users/ngw/websites/pokealecdotcom/practice.pokealec.com/index9d6e.json	(from https://practice.pokealec.com/?page_id=10)
11:53:19	203256/203256	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Feb%202025%2019:11:40%20GMT	https://practice.pokealec.com/wp-content/uploads/2025/02/BOM-study.jpg	/Users/ngw/websites/pokealecdotcom/practice.pokealec.com/wp-content/uploads/2025/02/BOM-study.jpg	(from https://practice.pokealec.com/?page_id=10)
11:53:20	102011/102011	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Feb%202025%2020:03:51%20GMT	https://practice.pokealec.com/wp-content/uploads/2025/02/Oaks.jpg	/Users/ngw/websites/pokealecdotcom/practice.pokealec.com/wp-content/uploads/2025/02/Oaks.jpg	(from https://practice.pokealec.com/?page_id=10)
11:53:20	89387/89387	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Feb%202025%2020:03:50%20GMT	https://practice.pokealec.com/wp-content/uploads/2025/02/Nelson.jpg	/Users/ngw/websites/pokealecdotcom/practice.pokealec.com/wp-content/uploads/2025/02/Nelson.jpg	(from https://practice.pokealec.com/?page_id=10)
11:53:21	102503/102503	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Feb%202025%2020:03:46%20GMT	https://practice.pokealec.com/wp-content/uploads/2025/02/Eyring.jpg	/Users/ngw/websites/pokealecdotcom/practice.pokealec.com/wp-content/uploads/2025/02/Eyring.jpg	(from https://practice.pokealec.com/?page_id=10)
11:53:22	103162/103162	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Feb%202025%2020:03:48%20GMT	https://practice.pokealec.com/wp-content/uploads/2025/02/kid-at-church.jpg	/Users/ngw/websites/pokealecdotcom/practice.pokealec.com/wp-content/uploads/2025/02/kid-at-church.jpg	(from https://practice.pokealec.com/?page_id=10)
11:53:23	19696/19696	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Feb%202025%2020:03:48%20GMT	https://practice.pokealec.com/wp-content/uploads/2025/02/kid-at-church-400x284.jpg	/Users/ngw/websites/pokealecdotcom/practice.pokealec.com/wp-content/uploads/2025/02/kid-at-church-400x284.jpg	(from https://practice.pokealec.com/?page_id=10)
11:53:24	101332/101332	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Feb%202025%2020:03:49%20GMT	https://practice.pokealec.com/wp-content/uploads/2025/02/kids-outside.jpg	/Users/ngw/websites/pokealecdotcom/practice.pokealec.com/wp-content/uploads/2025/02/kids-outside.jpg	(from https://practice.pokealec.com/?page_id=10)
11:53:25	18076/18076	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Feb%202025%2020:03:49%20GMT	https://practice.pokealec.com/wp-content/uploads/2025/02/kids-outside-400x284.jpg	/Users/ngw/websites/pokealecdotcom/practice.pokealec.com/wp-content/uploads/2025/02/kids-outside-400x284.jpg	(from https://practice.pokealec.com/?page_id=10)
